user_id,feature_a,feature_b,feature_c,revenue,target
1,100.01230153357483,100.68453268260195,99.23910461840583,297.3038559704684,302.30464886807016
2,102.98745537508469,104.13346428501497,102.42014509770982,309.3812242197908,309.7958979779662
3,97.25862144637783,98.2201795942774,96.69048628876321,290.71474635479365,291.6881741504952
4,91.09408161242726,92.06670435383492,90.13930466074837,272.54466673555896,272.4131567616167
5,95.45329214828277,96.06828819699732,94.64679905254808,282.87684754905115,285.4073787137308
6,90.08353445003537,90.91134698959064,89.20689865123505,268.4695147384997,272.65466086686484
7,100.60143602597438,101.48747896348782,99.6158428449285,301.7633202190089,302.56433903426375
8,113.40215245554533,114.36333155715344,112.57768234317744,341.9833637148232,340.307783204102
9,95.07793481448671,95.57771116133908,93.86331955110502,287.21385762227624,284.71453168023106
10,93.7952510018006,94.6662288153912,93.06835741127581,281.22510005541,279.722172887851
11,104.89842050185199,106.12686556450376,103.83964109780231,314.316684791098,314.5949691693511
12,103.56887008160061,104.68075832678936,102.81488950490542,309.04525187076916,312.01709729650713
13,101.05414248997899,101.9444945929456,100.08104773885908,303.9671404638892,302.57362159968073
14,90.69531955291795,91.59929755411707,89.65383195848354,271.5908026577388,271.745094784253
15,99.70748177536727,100.85591660916855,98.76583503296388,300.3342144043998,298.79089379894333
16,106.95303194458288,107.47047869149787,106.03069504414297,324.36246944200053,321.02348738574585
17,86.55785452714917,87.39852576305934,85.69942871669993,259.6088136669239,257.2840472633291
18,95.42384238959782,96.48672084293008,94.56721162101317,283.2768182204453,285.91842964084583
19,80.98777260199157,81.93407605305832,80.07355984083125,241.241616919917,241.6817245287436
20,87.10462260215024,88.31581486957376,85.80679959595972,258.3975729237775,262.64074535529465
21,81.58264962208267,82.6254852541228,80.94682784261651,242.35372948741806,243.59205085140073
22,97.64908868925319,98.68809214309498,96.81242974959751,295.55780751473054,293.8128361887106
23,87.32553518556297,88.25918573864169,86.4819155106302,262.4299247036059,264.26326173577905
24,102.71264358821702,103.89715909369811,101.69919926477692,305.09758190149955,307.66753637272865
25,101.56751086624226,102.47532057595622,100.75909491145079,306.009796930787,303.80016822054154
26,98.13069055370046,99.10395984824883,97.05796230306814,296.91282140925915,294.67922004979056
27,74.83240289179487,75.76197472132853,73.94277204980521,223.7774595605129,224.49416513397108
28,94.61307104153363,95.95069079492798,93.6292303572191,282.4872314463271,282.3487886035913
29,99.51499054598928,100.47828699030282,98.75766007823968,297.87021621299795,299.2363507615379
30,101.13308986003308,102.13474062076745,99.84433638057985,303.9684826006076,306.4225436603124
31,84.69864234494607,85.58532480715307,84.0900219200194,255.37586733535096,253.70875904193963
32,95.22246723966069,96.4433326508589,94.14239199642297,288.03183539506256,285.3630874248851
33,90.2148092194336,91.11089465091011,89.09251242729447,273.0693840701271,269.0770296229472
34,91.911627605744,93.12461568909566,91.24452369691502,278.10569051368594,276.21351549476185
35,110.60898623386079,111.52174465271365,109.48351835256294,334.55080156514254,329.95649436452095
36,91.92465324668103,92.80669252000045,90.74535984133723,277.0967353196438,274.11356320351587
37,99.6747829505448,100.63189774871314,98.60628850922805,295.9625356429704,300.94384975940005
38,108.84389867383175,110.08963880538931,107.94167017327082,326.269767562468,325.1735164324033
39,94.16399567256698,95.31468770468831,93.46077055436567,283.1198280429477,284.11402337169795
40,98.88298050415841,99.56992143757635,97.80873096273261,295.88268898245985,298.93547851814947
41,101.1046414324948,101.93266432165751,100.1748591699893,305.1364460072883,303.7029139836995
