user_id,feature_a,revenue,leakage_feature,target
1,43.58454859797242,97.16909719594484,87.16909719594484,87.16909719594484
2,39.40512803497484,88.81025606994967,78.81025606994967,78.81025606994967
3,48.013107023238014,106.02621404647603,96.02621404647603,96.02621404647603
4,53.363561904524175,116.72712380904835,106.72712380904835,106.72712380904835
5,59.08837225991714,128.1767445198343,118.17674451983429,118.17674451983429
6,50.87765119457447,111.75530238914894,101.75530238914894,101.75530238914894
7,45.57882143571014,101.15764287142028,91.15764287142028,91.15764287142028
8,43.721757157245776,97.44351431449155,87.44351431449155,87.44351431449155
9,55.98996616587673,121.97993233175346,111.97993233175346,111.97993233175346
10,63.07826434366862,136.15652868733724,126.15652868733724,126.15652868733724
11,52.182150206757775,114.36430041351555,104.36430041351555,104.36430041351555
12,40.133370687753825,90.26674137550765,80.26674137550765,80.26674137550765
13,42.33387835651129,94.66775671302258,84.66775671302258,84.66775671302258
14,62.800152711992894,135.6003054239858,125.60030542398579,125.60030542398579
15,51.623059524068864,113.24611904813773,103.24611904813773,103.24611904813773
16,36.14292126048332,82.28584252096664,72.28584252096664,72.28584252096664
17,49.33043045746379,108.66086091492758,98.66086091492758,98.66086091492758
18,40.69419221244201,91.38838442488402,81.38838442488402,81.38838442488402
19,44.96569524750756,99.93139049501512,89.93139049501512,89.93139049501512
20,46.09595341378514,102.19190682757028,92.19190682757028,92.19190682757028
21,44.29349302694205,98.5869860538841,88.5869860538841,88.5869860538841
22,54.42702776282631,118.85405552565263,108.85405552565263,108.85405552565263
23,49.49531222459769,108.99062444919538,98.99062444919538,98.99062444919538
24,45.284549935739165,100.56909987147833,90.56909987147833,90.56909987147833
25,53.277102612456936,116.55420522491387,106.55420522491387,106.55420522491387
26,56.63884245649059,123.27768491298119,113.27768491298119,113.27768491298119
27,36.85581302875458,83.71162605750916,73.71162605750916,73.71162605750916
28,47.94615898907605,105.8923179781521,95.8923179781521,95.8923179781521
29,42.154021151647896,94.30804230329579,84.30804230329579,84.30804230329579
30,48.61475820110374,107.22951640220748,97.22951640220748,97.22951640220748
31,39.684650025969134,89.36930005193827,79.36930005193827,79.36930005193827
32,50.16552315230073,110.33104630460146,100.33104630460146,100.33104630460146
33,49.696914071647456,109.39382814329491,99.39382814329491,99.39382814329491
34,47.56529799233209,105.13059598466418,95.13059598466418,95.13059598466418
35,41.61658795903803,93.23317591807606,83.23317591807606,83.23317591807606
36,46.830477356215255,103.66095471243051,93.66095471243051,93.66095471243051
37,41.26936878643433,92.53873757286865,82.53873757286865,82.53873757286865
38,39.15833003036208,88.31666006072416,78.31666006072416,78.31666006072416
39,51.79828585967915,113.5965717193583,103.5965717193583,103.5965717193583
40,41.12520049686907,92.25040099373814,82.25040099373814,82.25040099373814
41,59.36236880942634,128.72473761885269,118.72473761885269,118.72473761885269
42,55.732701246990686,121.46540249398137,111.46540249398137,111.46540249398137
43,34.01746646040223,78.03493292080447,68.03493292080447,68.03493292080447
44,52.177030955299905,114.35406191059981,104.35406191059981,104.35406191059981
